aa,kepCode,kepTitle,area,county,region,address,tk,phoneNumber,fax,email,comments,lat,lon
888,906,"ΚΕΠ ΚΟΙΝΟΤΗΤΑΣ ΣΑΜΑΡΙΝΗΣ Ν. ΓΡΕΒΕΝΩΝ","ΚΟΙΝΟΤΗΤΑ ΣΑΜΑΡΙΝΗΣ Ν. ΓΡΕΒΕΝΩΝ","ΝΟΜΟΣ ΓΡΕΒΕΝΩΝ","ΔΥΤΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ","ΚΟΙΝΟΤΗΤΑ ΣΑΜΑΡΙΝΗΣ Ν. ΓΡΕΒΕΝΩΝ -",51100,2462095638,2462095639,"k.samarinis@kep.gov.gr","",21.46128297400043,40.02088326300049
889,907,"ΚΕΠ ΚΟΙΝΟΤΗΤΑΣ ΣΜΙΞΗΣ Ν. ΓΡΕΒΕΝΩΝ","ΚΟΙΝΟΤΗΤΑ ΣΜΙΞΗΣ Ν. ΓΡΕΒΕΝΩΝ","ΝΟΜΟΣ ΓΡΕΒΕΝΩΝ","ΔΥΤΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ","ΚΟΙΝΟΤΗΤΑ ΣΜΙΞΗΣ Ν. ΓΡΕΒΕΝΩΝ -",51032,"2492026420 2462024568",2492024420,"k.smixis@kep.gov.gr","",21.12171510100046,40.03721170800048
890,908,"ΚΕΠ ΚΟΙΝΟΤΗΤΑΣ ΦΙΛΙΠΠΑΙΩΝ Ν. ΓΡΕΒΕΝΩΝ","ΚΟΙΝΟΤΗΤΑ ΦΙΛΙΠΠΑΙΩΝ Ν. ΓΡΕΒΕΝΩΝ","ΝΟΜΟΣ ΓΡΕΒΕΝΩΝ","ΔΥΤΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ","Γ. ΜΠΟΥΣΙΟΥ 6",51100,"2462087295 2462087296 2462085360",2462022084,"k.filippaion@kep.gov.gr","",4.040148992000411,49.2517748730005
891,909,"ΚΕΠ ΚΟΙΝΟΤΗΤΑΣ ΑΡΡΕΝΩΝ Ν. ΚΑΣΤΟΡΙΑΣ","KOINOTHTA ΑΡΡΕΝΩΝ","ΝΟΜΟΣ ΚΑΣΤΟΡΙΑΣ","ΔΥΤΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ","ΕΠΤΑΧΩΡΙ ΚΑΣΤΟΡΙΑΣ",50007,2467084645,2467084647,"k.arrenon@kep.gov.gr","",-0.8814171349995945,41.62849994300046
892,911,"ΚΕΠ ΔΗΜΟΥ ΑΓΙΑΣ ΠΑΡΑΣΚΕΥΗΣ Ν. ΚΟΖΑΝΗΣ","ΠΤΟΛΕΜΑΙΔΑ","ΝΟΜΟΣ ΚΟΖΑΝΗΣ","ΔΥΤΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ","ΑΓΙΟΣ ΧΡΙΣΤΟΦΟΡΟΣ -",50200,"2463051631 2463051044",2463051144,"d.agparaskevis-kozanis@kep.gov.gr","",21.73205580400042,40.5064337770005
1072,912,"ΚΕΠ ΔΗΜΟΥ ΣΕΡΒΙΩΝ - ΒΕΛΒΕΝΤΟΥ Δ.Ε. ΛΙΒΑΔΕΡΟΥ","","","Δυτικής Μακεδονίας","ΚΟΙΝΟΤΙΚΟ ΓΡΑΦΕΙΟ",50500,2464041254,2464041500,"","",21.93894563000043,40.09941053100044
893,913,"ΚΕΠ ΚΟΙΝΟΤΗΤΑΣ ΠΕΝΤΑΛΟΦΟΥ","Π","ΝΟΜΟΣ ΚΟΖΑΝΗΣ","ΔΥΤΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ","ΔΗΜΟΣ ΠΕΝΤΑΛΟΦΟΥ",50007,2468041158,"","k.pentalofou@kep.gov.gr","",21.06283425700048,40.21908776600048
894,914,"ΚΕΠ ΚΟΙΝΟΤΗΤΑΣ ΒΑΡΙΚΟΥ Ν. ΦΛΩΡΙΝΑΣ","ΚΟΙΝΟΤΗΤΑ ΒΑΡΙΚΟΥ Ν. ΦΛΩΡΙΝΑΣ","ΝΟΜΟΣ ΦΛΩΡΙΝΗΣ","ΔΥΤΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ","ΚΟΙΝΟΤΗΤΑ ΒΑΡΙΚΟΥ Ν. ΦΛΩΡΙΝΑΣ",50005,2463094040,2463094039,"k.varikou@kep.gov.gr","",21.55397048400045,40.50901321700047
895,915,"ΚΕΠ ΚΟΙΝΟΤΗΤΑΣ ΚΡΥΣΤΑΛΛΟΠΗΓΗΣ Ν. ΦΛΩΡΙΝΑΣ","ΚΟΙΝΟΤΗΤΑΣ ΚΡΥΣΤΑΛΛΟΠΗΓΗΣ Ν. ΦΛΩΡΙΝΑΣ","ΝΟΜΟΣ ΦΛΩΡΙΝΗΣ","ΔΥΤΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ","ΚΡΥΣΤΑΛΛΟΠΗΓΗΣ",53077,2385044948,2385044949,"k.krystallopigis@kep.gov.gr","",21.10607146900043,40.78495693400049
896,916,"ΚΕΠ ΚΟΙΝΟΤΗΤΑΣ ΛΕΧΟΒΟΥ Ν. ΦΛΩΡΙΝΑΣ","ΚΟΙΝΟΤΗΤΑ ΛΕΧΟΒΟΥ Ν. ΦΛΩΡΙΝΑΣ","ΝΟΜΟΣ ΦΛΩΡΙΝΗΣ","ΔΥΤΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ","ΚΟΙΝΟΤΗΤΑ ΛΕΧΟΒΟΥ Ν. ΦΛΩΡΙΝΑΣ",53073,"2386071205 2386071355",2386071205,"k.lehovou@kep.gov.gr","",21.50172634000046,40.58122353900046
897,917,"ΚΕΠ ΚΟΙΝΟΤΗΤΑΣ ΘΕΟΔΩΡΙΑΝΩΝ Ν. ΑΡΤΑΣ","ΘΕΟΔΩΡΙΑΝΑ ΑΡΤΑΣ","ΝΟΜΟΣ ΑΡΤΑΣ","ΗΠΕΙΡΟΥ","ΘΕΟΔΩΡΙΑΝΑ ΑΡΤΑΣ -",47045,2685024616,2685024617,"k.theodorianon@kep.gov.gr","",21.20418784700047,39.36087500800045
898,918,"ΚΕΠ ΚΟΙΝΟΤΗΤΑΣ ΑΕΤΟΜΗΛΙΤΣΗΣ Ν. ΙΩΑΝΝΙΝΩΝ","ΚΟΙΝΟΤΗΤΑΣ ΑΕΤΟΜΗΛΙΤΣΗΣ","ΝΟΜΟΣ ΙΩΑΝΝΙΝΩΝ","ΗΠΕΙΡΟΥ","ΑΕΤΟΜΗΛΙΤΣΑΣ",44015,"2655031170 - 2410622061",2655031063,"k.aetomilitsis@kep.gov.gr","",20.84071574700045,40.25614519200047
899,919,"ΚΕΠ ΚΟΙΝΟΤΗΤΑΣ ΒΟΒΟΥΣΗΣ Ν. ΙΩΑΝΝΙΝΩΝ","ΚΟΙΝΟΤΗΤΑ ΒΟΒΟΥΣΗΣ Ν. ΙΩΑΝΝΙΝΩΝ","ΝΟΜΟΣ ΙΩΑΝΝΙΝΩΝ","ΗΠΕΙΡΟΥ","ΚΟΙΝΟΤΗΤΑ ΒΟΒΟΥΣΗΣ Ν. ΙΩΑΝΝΙΝΩΝ",44014,"2656022003 2656022621",2656022621,"k.vovousis@kep.gov.gr","",21.00898392100044,39.84940815100049
900,920,"ΚΕΠ ΔΗΜΟΥ ΣΕΛΛΩΝ Ν. ΙΩΑΝΝΙΝΩΝ","ΠΥΡΓΙΑ Ν. ΙΩΑΝΝΙΝΩΝ","ΝΟΜΟΣ ΙΩΑΝΝΙΝΩΝ","ΗΠΕΙΡΟΥ","ΤΥΡΙΑ ΜΠΑΟΥΣΙΩΝ",45500,2651084303,2651084313,"d.sellon@kep.gov.gr","",27.70499015400048,39.27592971300049
901,921,"ΚΕΠ ΔΗΜΟΥ ΤΥΜΦΗΣ Ν. ΙΩΑΝΝΙΝΩΝ","ΤΣΕΠΕΛΟΒΟ","ΝΟΜΟΣ ΙΩΑΝΝΙΝΩΝ","ΗΠΕΙΡΟΥ","ΤΣΕΠΕΛΟΒΟ -",44010,2653081044,2653081045,"d.tymfis@kep.gov.gr","",20.87277992600048,39.92534892400045
902,922,"ΚΕΠ ΔΗΜΟΥ ΑΡΝΗΣ Ν. ΚΑΡΔΙΤΣΑΣ","ΜΑΤΑΡΑΓΚΑ ΚΑΡΔΙΤΣΑΣ","ΝΟΜΟΣ ΚΑΡΔΙΤΣΑΣ","ΘΕΣΣΑΛΙΑΣ","ΜΑΤΑΡΑΓΚΑ -",43300,2443041764,2443041894,"d.arnis@kep.gov.gr","",22.09651080700047,39.29064200500045
903,923,"ΚΕΠ ΔΗΜΟΥ ΜΕΝΕΛΑΪΔΑΣ Ν. ΚΑΡΔΙΤΣΑΣ","ΚΕΔΡΟΣ ΜΕΝΕΛΑΪΔΑΣ","ΝΟΜΟΣ ΚΑΡΔΙΤΣΑΣ","ΘΕΣΣΑΛΙΑΣ","ΚΕΔΡΟΣ ΜΕΝΕΛΑΪΔΑΣ",43300,2443051540,2443051560,"d.menelaidas@kep.gov.gr","",29.31382012800049,39.57075539400046
904,924,"ΚΕΠ ΔΗΜΟΥ ΕΝΙΠΠΕΑ Ν. ΛΑΡΙΣΑΣ","ΣΤΑΥΡΟΣ ΔΗΜΟΥ ΕΝΙΠΠΕΑ Ν. ΛΑΡΙΣΑΣ","ΝΟΜΟΣ ΛΑΡΙΣΗΣ","ΘΕΣΣΑΛΙΑΣ","ΣΤΑΥΡΟΣ ΔΗΜΟΥ ΕΝΙΠΠΕΑ Ν. ΛΑΡΙΣΑΣ -",40300,2491031125,2491031132,"d.enippea@kep.gov.gr","",22.43501518800048,39.31129312000047
905,925,"ΚΕΠ ΔΗΜΟΥ ΕΥΡΥΜΕΝΩΝ Ν. ΛΑΡΙΣΑΣ","ΟΜΟΛΙΟ ΛΑΡΙΣΑΣ","ΝΟΜΟΣ ΛΑΡΙΣΗΣ","ΘΕΣΣΑΛΙΑΣ","ΟΜΟΛΙΟ ΛΑΡΙΣΑΣ -",40007,2495094163,2495094164,"d.evrimenon-larisas@kep.gov.gr","",22.64089203000043,39.91678405000044
906,926,"ΚΕΠ ΚΟΙΝΟΤΗΤΑΣ ΒΕΡΔΙΚΟΥΣΗΣ Ν. ΛΑΡΙΣΑΣ","ΚΟΙΝΟΤΗΤΑ ΒΕΡΔΙΚΟΥΣΗΣ Ν. ΛΑΡΙΣΑΣ","ΝΟΜΟΣ ΛΑΡΙΣΗΣ","ΘΕΣΣΑΛΙΑΣ","ΚΟΙΝΟΤΗΤΑ ΒΕΡΔΙΚΟΥΣΗΣ Ν. ΛΑΡΙΣΑΣ",40005,2492081064,2492081149,"k.verdikousis@kep.gov.gr","",21.99125043200047,39.77081205400049
907,927,"ΚΕΠ ΔΗΜΟΥ ΚΡΑΝΝΩΝΟΣ Ν. ΛΑΡΙΣΑΣ","ΑΓ.ΑΝΑΡΓΥΡΟΙ","ΝΟΜΟΣ ΛΑΡΙΣΗΣ","ΘΕΣΣΑΛΙΑΣ","ΑΓ.ΑΝΑΡΓΥΡΟΙ -",41500,2410751036,2410751380,"d.krannonos@kep.gov.gr","",22.46838982200046,39.51250018200045
908,928,"ΚΕΠ ΔΗΜΟΥ ΠΟΤΑΜΙΑΣ Ν. ΛΑΡΙΣΑΣ","ΔΗΜ.ΔΙΑΜΕΡΙΣΜΑ ΜΕΣΟΧΩΡΙΟΥ","ΝΟΜΟΣ ΛΑΡΙΣΗΣ","ΘΕΣΣΑΛΙΑΣ","ΔΗΜ.ΔΙΑΜΕΡΙΣΜΑ ΜΕΣΟΧΩΡΙΟΥ -",40100,2492091845,2492091847,"d.potamias-larisas@kep.gov.gr","",22.24636836400043,39.76249736300048
909,929,"ΚΕΠ ΔΗΜΟΥ ΖΑΓΟΡΑΣ Ν. ΜΑΓΝΗΣΙΑΣ","ΖΑΓΟΡΑ Ν. ΜΑΓΝΗΣΙΑΣ","ΝΟΜΟΣ ΜΑΓΝΗΣΙΑΣ","ΘΕΣΣΑΛΙΑΣ","ΖΑΓΟΡΑ Ν. ΜΑΓΝΗΣΙΑΣ",37001,2426023743,2426023744,"d.zagoras@kep.gov.gr","",23.07243846000046,39.45815480400046
910,931,"ΚΕΠ ΚΟΙΝΟΤΗΤΑΣ ΝΕΡΑΙΔΑΣ Ν. ΤΡΙΚΑΛΩΝ","ΚΟΙΝΟΤΗΤΑ ΝΕΡΑΙΔΑΣ Ν. ΤΡΙΚΑΛΩΝ","ΝΟΜΟΣ ΤΡΙΚΑΛΩΝ","ΘΕΣΣΑΛΙΑΣ","ΚΟΙΝΟΤΗΤΑ ΝΕΡΑΙΔΑΣ Ν. ΤΡΙΚΑΛΩΝ",42037,"2434032019 2434032010",2434032010,"k.neraidas@kep.gov.gr","",21.32356996300047,39.46029849900049
911,932,"ΚΕΠ ΔΗΜΟΥ ΤΥΜΦΑΙΩΝ Ν. ΤΡΙΚΑΛΩΝ","ΚΟΝΙΣΚΟΣ","ΝΟΜΟΣ ΤΡΙΚΑΛΩΝ","ΘΕΣΣΑΛΙΑΣ","ΚΟΝΙΣΚΟΣ -",42200,2432092170,2432092233,"d.tymfaion@kep.gov.gr","",21.62694459800048,39.75093525400047
912,933,"ΚΕΠ ΔΗΜΟΥ ΚΕΡΚΥΡΑΙΩΝ Ν. ΚΕΡΚΥΡΑΣ","ΚΕΡΚΥΡΑ","ΝΟΜΟΣ ΚΕΡΚΥΡΑΣ","ΙΟΝΙΩΝ ΝΗΣΩΝ","ΣΟΛΩΜΟΥ 11",49100,2661045083,2661045032,"d.kerkiraion@kep.gov.gr","",-0.5472079579995466,47.4902768660005
1073,935,"ΚΕΠ ΔΗΜΟΥ ΚΕΦΑΛΛΟΝΙΑΣ - Δ.Ε. ΟΜΑΛΩΝ","","","Ιονίων Νήσων","Κοινότητα Ομαλών",28100,"(26710) 86078","(26710) 86241","","",20.55573650200046,38.17319154000046
913,936,"ΚΕΠ ΔΗΜΟΥ ΑΛΕΞΑΝΔΡΕΙΑΣ Ν. ΗΜΑΘΙΑΣ","ΑΛΕΞΑΝΔΡΕΙΑ Ν. ΗΜΑΘΙΑΣ","ΝΟΜΟΣ ΗΜΑΘΙΑΣ","ΚΕΝΤΡΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ","ΒΕΤΣΟΠΟΥΛΟΥ 6",59300,"2333350204 2333350205 2333350206 2333350207",2333022587,"d.alexandreias@kep.gov.gr","",3.520939828000451,50.31448485700048
914,937,"ΚΕΠ ΔΗΜΟΥ ΑΝΘΕΜΙΩΝ Ν. ΗΜΑΘΙΑΣ","ΚΟΠΑΝΟΣ","ΝΟΜΟΣ ΗΜΑΘΙΑΣ","ΚΕΝΤΡΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ","ΕΡΜΟΥ 36",59035,"2332043241 2332043244",2332043133,"d.anthemion@kep.gov.gr","",-102.7251898619997,20.03766512800047
915,938,"ΚΕΠ ΔΗΜΟΥ ΑΠΟΣΤΟΛΟΥ ΠΑΥΛΟΥ Ν. ΗΜΑΘΙΑΣ","ΑΠΟΣΤΟΛΟΥ ΠΑΥΛΟΥ - ΜΑΚΡΟΧΩΡΙ","ΝΟΜΟΣ ΗΜΑΘΙΑΣ","ΚΕΝΤΡΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ","ΑΡΙΣΤΟΤΕΛΟΥΣ 228",59033,"2331042343 2331042282",2331042199,"d.apostpavlou@kep.gov.gr","",22.24622328100043,40.55624517500047
916,939,"ΚΕΠ ΔΗΜΟΥ ΒΕΡΓΙΝΑΣ Ν. ΗΜΑΘΙΑΣ","ΒΕΡΓΙΝΑ","ΝΟΜΟΣ ΗΜΑΘΙΑΣ","ΚΕΝΤΡΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ","ΒΕΡΓΙΝΑ",59031,2331092570,2331092569,"d.verginas@kep.gov.gr","",22.39638452600048,40.5173528250005
917,940,"ΚΕΠ ΔΗΜΟΥ ΕΙΡΗΝΟΥΠΟΛΗΣ Ν. ΗΜΑΘΙΑΣ","ΕΙΡΗΝΟΥΠΟΛΗ","ΝΟΜΟΣ ΗΜΑΘΙΑΣ","ΚΕΝΤΡΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ","ΕΙΡΗΝΟΥΠΟΛΗ",59034,2332052978,2332052979,"d.eirinoupolis@kep.gov.gr","",22.39638452600048,40.5173528250005
918,941,"ΚΕΠ ΔΗΜΟΥ ΜΕΛΙΚΗΣ Ν. ΗΜΑΘΙΑΣ","ΠΛ. ΔΗΜΑΡΧΕΙΟΥ ΜΕΛΙΚΗΣ","ΝΟΜΟΣ ΗΜΑΘΙΑΣ","ΚΕΝΤΡΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ","ΠΛ. ΔΗΜΑΡΧΕΙΟΥ ΜΕΛΙΚΗΣ",59031,2331082308,2331082318,"d.melikis@kep.gov.gr","",22.39638452600048,40.5173528250005
919,942,"ΚΕΠ ΔΗΜΟΥ ΑΓΙΟΥ ΓΕΩΡΓΙΟΥ Ν. ΘΕΣΣΑΛΟΝΙΚΗΣ","ΒΡΑΣΝΑ ΘΕΣ/ΝΙΚΗΣ","ΝΟΜΟΣ ΘΕΣΣΑΛΟΝΙΚΗΣ","ΚΕΝΤΡΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ","ΒΡΑΣΝΑ ΘΕΣ/ΝΙΚΗΣ",57021,2397021710,2397025999,"d.aggeorgiou-thessalonikis@kep.gov.gr","",23.62870550600047,40.73807802900046
920,943,"ΚΕΠ ΔΗΜΟΥ ΑΞΙΟΥ Ν. ΘΕΣΣΑΛΟΝΙΚΗΣ","KYMINA","ΝΟΜΟΣ ΘΕΣΣΑΛΟΝΙΚΗΣ","ΚΕΝΤΡΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ","KYMINA",57600,2391043214,2391043219,"d.axiou@kep.gov.gr","",6.895299872000464,49.17344597600049
921,944,"ΚΕΠ ΔΗΜΟΥ ΑΠΟΛΛΩΝΙΑΣ Ν. ΘΕΣΣΑΛΟΝΙΚΗΣ","ΝΕΑ ΑΠΟΛΛΩΝΙΑ","ΝΟΜΟΣ ΘΕΣΣΑΛΟΝΙΚΗΣ","ΚΕΝΤΡΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ","- -",57015,2393041008,2393041865,"d.apollonias@kep.gov.gr","",23.43093588100044,40.61679125900048
922,945,"ΚΕΠ ΔΗΜΟΥ ΑΡΕΘΟΥΣΑΣ Ν. ΘΕΣΣΑΛΟΝΙΚΗΣ","ΑΡΕΘΟΥΣΑ, Δ.Δ. ΞΗΡΟΠΟΤΑΜΟΥ","ΝΟΜΟΣ ΘΕΣΣΑΛΟΝΙΚΗΣ","ΚΕΝΤΡΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ","ΑΡΕΘΟΥΣΑ, Δ.Δ. ΞΗΡΟΠΟΤΑΜΟΥ",57002,2395091262,2395091262,"d.arethousas@kep.gov.gr","",23.25783006700044,40.7865336640005
923,946,"ΚΕΠ ΔΗΜΟΥ ΒΑΣΙΛΙΚΩΝ Ν. ΘΕΣΣΑΛΟΝΙΚΗΣ","ΒΑΣΙΛΙΚΑ","ΝΟΜΟΣ ΘΕΣΣΑΛΟΝΙΚΗΣ","ΚΕΝΤΡΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ","ΒΑΣΙΛΙΚΑ -",57006,2396024040,2396024041,"d.vasilikon@kep.gov.gr","",23.14379561100043,40.46604141400047
924,947,"ΚΕΠ ΔΗΜΟΥ ΕΧΕΔΩΡΟΥ Ν. ΘΕΣΣΑΛΟΝΙΚΗΣ","ΕΧΕΔΩΡΟΥ ΘΕΣ/ΝΙΚΗΣ","ΝΟΜΟΣ ΘΕΣΣΑΛΟΝΙΚΗΣ","ΚΕΝΤΡΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ","ΠΑΠΑΝΑΣΤΑΣΙΟΥ 6",57400,2310795074,2310795073,"d.ehedorou@kep.gov.gr","",7.035967826000444,48.74241888500046
925,948,"ΚΕΠ ΔΗΜΟΥ ΚΑΛΛΙΘΕΑΣ Ν. ΘΕΣΣΑΛΟΝΙΚΗΣ","ΝΕΑ ΦΙΛΑΔΕΛΦΕΙΑ Ν. ΘΕΣΣΑΛΟΝΙΚΗΣ","ΝΟΜΟΣ ΘΕΣΣΑΛΟΝΙΚΗΣ","ΚΕΝΤΡΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ","ΝΕΑ ΦΙΛΑΔΕΛΦΕΙΑ Ν. ΘΕΣΣΑΛΟΝΙΚΗΣ",54500,2310786051,2310786526,"d.kallitheas-thessalonikis@kep.gov.gr","",22.84918230700043,40.75358883300049
926,949,"ΚΕΠ ΔΗΜΟΥ ΚΑΛΛΙΝΔΟΙΩΝ Ν. ΘΕΣΣΑΛΟΝΙΚΗΣ","ΖΑΓΚΛΙΒΕΡΙ","ΝΟΜΟΣ ΘΕΣΣΑΛΟΝΙΚΗΣ","ΚΕΝΤΡΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ","ΖΑΓΚΛΙΒΕΡΙ",57012,2393031610,2393031675,"d.kallindoion@kep.gov.gr","",23.28876222800045,40.57177380900049
927,950,"ΚΕΠ ΔΗΜΟΥ ΚΟΡΩΝΕΙΑΣ Ν. ΘΕΣΣΑΛΟΝΙΚΗΣ","ΚΟΡΩΝΕΙΑ","ΝΟΜΟΣ ΘΕΣΣΑΛΟΝΙΚΗΣ","ΚΕΝΤΡΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ","ΒΑΣΙΛΟΥΔΙ",57012,2393061123,2393061031,"d.koroneias-thessalonikis@kep.gov.gr","",14.86528873100042,57.33404284200049
928,951,"ΚΕΠ ΔΗΜΟΥ ΛΑΓΚΑΔΑ Ν. ΘΕΣΣΑΛΟΝΙΚΗΣ","ΛΑΓΚΑΔΑΣ Ν. ΘΕΣΣΑΛΟΝΙΚΗΣ","ΝΟΜΟΣ ΘΕΣΣΑΛΟΝΙΚΗΣ","ΚΕΝΤΡΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ","ΦΩΤ. ΒΑΡΒΑΛΙΟΥ 6",57200,2394020250,2394024055,"d.lagada@kep.gov.gr","",34.71880768900047,41.50639594800049
929,952,"ΚΕΠ ΔΗΜΟΥ ΜΑΔΥΤΟΥ Ν. ΘΕΣΣΑΛΟΝΙΚΗΣ","ΝΕΑ ΜΑΔΥΤΟΣ","ΝΟΜΟΣ ΘΕΣΣΑΛΟΝΙΚΗΣ","ΚΕΝΤΡΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ","ΝΕΑ ΜΑΔΥΤΟΣ -",57014,2397041681,2397041680,"d.madytou@kep.gov.gr","",23.56029681600046,40.66162377000046
930,953,"ΚΕΠ ΔΗΜΟΥ ΜΙΚΡΑΣ Ν. ΘΕΣΣΑΛΟΝΙΚΗΣ","ΠΛΑΓΙΑΡΙ ΘΕΣ/ΝΙΚΗΣ","ΝΟΜΟΣ ΘΕΣΣΑΛΟΝΙΚΗΣ","ΚΕΝΤΡΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ","ΠΛΑΓΙΑΡΙ ΘΕΣ/ΝΙΚΗΣ",57500,2392064400,2392062899,"d.mikras@kep.gov.gr","",22.96648633900043,40.42913959400045
931,954,"ΚΕΠ ΔΗΜΟΥ ΠΥΛΑΙΑΣ Ν. ΘΕΣΣΑΛΟΝΙΚΗΣ","ΠΥΛΑΙΑ ΘΕΣ/ΝΙΚΗΣ","ΝΟΜΟΣ ΘΕΣΣΑΛΟΝΙΚΗΣ","ΚΕΝΤΡΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ","Μ.ΑΛΕΞΑΝΔΡΟΥ 47",55535,2310300899,2310300625,"d.pylaias@kep.gov.gr","",22.99302831100044,40.59013156200047
932,955,"ΚΕΠ ΔΗΜΟΥ ΡΕΝΤΙΝΑΣ Ν. ΘΕΣΣΑΛΟΝΙΚΗΣ","ΡΕΝΤΙΝΑ Ν. ΘΕΣΣΑΛΟΝΙΚΗΣ","ΝΟΜΟΣ ΘΕΣΣΑΛΟΝΙΚΗΣ","ΚΕΝΤΡΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ","ΣΤΑΥΡΟΣ, Ν. ΘΕΣΣΑΛΟΝΙΚΗΣ",57014,"2397021061 2397021062 2397021063",2397021064,"d.rentinas@kep.gov.gr","",23.56029681600046,40.66162377000046
933,956,"ΚΕΠ ΔΗΜΟΥ ΣΟΧΟΥ Ν. ΘΕΣΣΑΛΟΝΙΚΗΣ","ΣΟΧΟΣ","ΝΟΜΟΣ ΘΕΣΣΑΛΟΝΙΚΗΣ","ΚΕΝΤΡΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ","Β. ΒΑΣΙΛΙΚΟΥ 3",57002,2395023317,2395023300,"d.sohou@kep.gov.gr","",23.25783006700044,40.7865336640005
934,957,"ΚΕΠ ΔΗΜΟΥ ΧΑΛΑΣΤΡΑΣ Ν. ΘΕΣΣΑΛΟΝΙΚΗΣ","ΧΑΛΑΣΤΡΑ ΘΕΣ/ΝΙΚΗΣ","ΝΟΜΟΣ ΘΕΣΣΑΛΟΝΙΚΗΣ","ΚΕΝΤΡΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ","ΠΛΑΤΕΙΑ ΔΗΜΑΡΧΕΙΟΥ -",57300,2310794517,2310794518,"d.halastras@kep.gov.gr","",22.71728872600045,40.59986254900048
935,958,"ΚΕΠ ΔΗΜΟΥ ΓΟΥΜΕΝΙΣΣΑΣ Ν. ΚΙΛΚΙΣ","ΓΟΥΜΕΝΙΣΣΑ","ΝΟΜΟΣ ΚΙΛΚΙΣ","ΚΕΝΤΡΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ","ΕΘΝΙΚΗΣ ΑΝΤΙΣΤΑΣΗΣ 7",61300,"2343043601 2343043602",2343043603,"d.goumenissas@kep.gov.gr","",22.41197094000046,40.95314872800049
936,959,"ΚΕΠ ΔΗΜΟΥ ΔΟΙΡΑΝΗΣ Ν.ΚΙΛΚΙΣ","ΔΡΟΣΑΤΟ","ΝΟΜΟΣ ΚΙΛΚΙΣ","ΚΕΝΤΡΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ","ΔΡΟΣΑΤΟ -",61003,"2341350509 2341350510",2341350523,"d.doiranis@kep.gov.gr","",22.81181280400045,41.2378962360005
937,960,"ΚΕΠ ΔΗΜΟΥ ΜΟΥΡΙΩΝ Ν.ΚΙΛΚΙΣ","ΣΣ ΜΟΥΡΙΕΣ Ν.ΚΙΛΚΙΣ","ΝΟΜΟΣ ΚΙΛΚΙΣ","ΚΕΝΤΡΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ","ΣΣ ΜΟΥΡΙΕΣ Ν.ΚΙΛΚΙΣ",61003,2341031804,2341031804,"d.mourion@kep.gov.gr","",22.81181280400045,41.2378962360005
938,962,"ΚΕΠ ΔΗΜΟΥ ΒΕΓΟΡΙΤΙΔΑΣ Ν. ΠΕΛΛΑΣ","ΑΡΝΙΣΣΑ Ν. ΠΕΛΛΑΣ","ΝΟΜΟΣ ΠΕΛΛΗΣ","ΚΕΝΤΡΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ","ΑΡΝΙΣΣΑ Ν. ΠΕΛΛΑΣ",58002,2381031214,2381052004,"d.vegoritidas@kep.gov.gr","",21.84796198400045,40.7907742590005
